experiment,read,sequence,start_flank,end_flank,read_length
EF1,cab442c9-1af6-4681-80cc-13a9fdf65782,1:468-pac;469:477-no_hits,0,9,477
EF1,5b1f8aee-f31d-4101-8d04-fefb0e0acde5,1:5-no_hits;6:872-pac;873:872-no_hits,5,0,872
EF1,172faf11-b9e3-4d43-9361-11456ac4741f,1:873-pac;874:873-no_hits,0,0,873
EF1,ab01463b-a6ce-43ab-8952-7832033fa8ef,1:17-no_hits;18:74-T1_L3S2P55;84:414-symE;418:478-T2_L3S2P21;479:748-no_hits,17,270,748
EF1,3438ee53-5e38-4b22-94f6-0559b21d872d,1:2-no_hits;3:221-pac;222:224-no_hits,2,3,224
EF1,0b5000f9-3991-4088-ba73-e535c835ea6f,1:189-symE;190:1841-no_hits,0,1652,1841
EF1,489a7ea1-b845-4d18-89fd-3bec51cdcbe0,1:1125-pac;1126:1125-no_hits,0,0,1125
EF1,4ca8315d-6d49-46a3-b10a-44780cce3d4f,1:6-no_hits;7:172-symE;176:218-T2_L3S2P21;219:218-no_hits,6,0,218
EF1,961b08d3-b6e1-41ca-b20d-c0c272f7bc7a,1:1156-no_hits;1157:1394-symE;1395:1394-no_hits,1156,0,1394
EF1,ce9ad5c1-58b5-4b1d-a1bc-a0d880fc5487,1:248-symE;252:312-T2_L3S2P21;313:1518-no_hits,0,1206,1518
EF1,780f6815-de1f-4103-ba28-343bfd10e272,1:666-pac;667:666-no_hits,0,0,666
EF1,2f64b640-9469-4b8c-8ad3-c5fd27efdb61,1:210-pac;214:270-T1_L3S2P55;280:617-symE;621:676-T2_L3S2P21;677:923-no_hits,0,247,923
EF1,bed08247-a237-4161-a901-356b3cd6d84f,1:848-pac;849:848-no_hits,0,0,848
EF1,d7bc125e-5495-45b6-a317-619ec785ec78,1:1-no_hits;2:758-pac;759:758-no_hits,1,0,758
EF1,2bd480fe-9bd6-4fd7-be94-707e730887dc,1:543-pac;544:543-no_hits,0,0,543
EF1,36b30e86-dab1-4349-b38e-2ef17c8c1f94,1:2038-pac;2039:2038-no_hits,0,0,2038
EF1,0747c2b7-e6e5-4d45-9811-53daf2dea08e,1:356-pac;357:358-no_hits,0,2,358
EF1,9de1c9f6-82a5-4f28-9ab3-dca8c683b10a,1:120-pac;121:120-no_hits,0,0,120
EF1,98d08429-83c8-4fb1-83c2-fd198957be89,1:576-no_hits;577:635-T2_L3S2P21;638:866-symE;867:866-no_hits,576,0,866
EF1,56edeb0e-d169-4aaf-aeed-59688ce9ea5f,1:9-no_hits;10:603-pac;604:607-no_hits,9,4,607
EF1,a21bbe0c-2ffa-4bfc-acf7-282204810fb5,1:237-symE;238:242-no_hits,0,5,242
EF1,09b1d27d-3245-4abe-a0fa-3e423c3807fd,1:453-pac;454:453-no_hits,0,0,453
EF1,8169ace2-e330-4f11-899d-20474d105018,1:401-pac;402:402-no_hits,0,1,402
EF1,b9aa66a6-b829-4134-bc71-c13bee6522d3,1:1705-pac;1709:1765-T1_L3S2P55;1766:1793-no_hits,0,28,1793
EF1,2d7a42c1-ceb5-4859-b45f-0c0dd23af7a2,1:8-no_hits;9:127-symE;134:194-T2_L3S2P21;195:2614-no_hits,8,2420,2614
EF1,58b07054-6d45-4dfd-b8e9-b98a2d0c8d40,1:1918-pac;1919:1918-no_hits,0,0,1918
EF1,b2ee79db-a514-4331-9978-cab4d3511b22,1:61-symE;71:124-T2_L3S2P21;125:2352-no_hits,0,2228,2352
EF1,a141d186-b6a6-4efd-a819-c0df980444f5,1:1518-pac;1519:1527-no_hits,0,9,1527
EF1,1e661a64-0289-457e-af29-c8c9dc41c23d,1:2-no_hits;3:1413-pac;1414:1413-no_hits,2,0,1413
EF1,a3f8d7fc-ee6e-4de2-87e4-23457b95b277,1:808-pac;809:808-no_hits,0,0,808
EF1,60f400a2-faaa-4ba6-bd90-79023d0eaf30,1:247-pac;248:247-no_hits,0,0,247
EF1,c6280c2b-7457-4db7-94b7-7ca34b79bdd2,1:309-pac;310:309-no_hits,0,0,309
EF1,aec68416-813e-4e7d-b486-97f5749366ca,1:109-pac;110:116-no_hits,0,7,116
EF1,4d2f0a40-73b0-4a47-9203-9ab96fd14ddc,1:1-no_hits;2:346-pac;347:346-no_hits,1,0,346
EF1,62e5baf4-4695-4f5b-8041-73bbd2514d4f,1:263-no_hits;264:384-symE;385:385-no_hits,263,1,385
EF1,69c79874-e074-4033-94aa-bc0171a8e682,1:255-pac;256:258-no_hits,0,3,258
EF1,1cfd928b-c814-4fcc-b5b3-6f1291f7a6fa,1:637-pac;638:639-no_hits,0,2,639
EF1,114c2e4d-a25a-4cf8-9212-2f4aeb1ed0b6,1:369-pac;440:772-symE;773:1057-no_hits,0,285,1057
EF1,c62ed14a-af10-46a2-99b3-829aeb238bca,1:22-no_hits;23:441-pac;442:443-no_hits,22,2,443
EF1,54809d1b-56eb-42d7-9376-cf78ef7c321a,1:16-no_hits;17:645-pac;646:646-no_hits,16,1,646
EF1,7835fa09-8b79-45f5-9a29-28ffb8a4a601,1:1949-pac;1950:1949-no_hits,0,0,1949
EF1,e0ec2bcc-9027-4023-ab28-d4bdddc0eeae,1:1958-pac;1959:1959-no_hits,0,1,1959
EF1,1f3e7a26-e5a5-447b-afcc-cf37a6cb932d,1:4-no_hits;5:427-pac;428:429-no_hits,4,2,429
EF1,af1f4d59-fb15-472b-b517-a5ac26101fe9,1:6-no_hits;7:275-symE;276:279-no_hits,6,4,279
EF1,e0dac3b7-f6ff-4fd2-9568-1d565b681fab,1:297-pac;303:353-T1_L3S2P55;354:388-no_hits,0,35,388
EF1,70a215a8-4b63-4399-8823-701d1deafca6,1:541-pac;542:541-no_hits,0,0,541
EF1,8df40a98-7ade-4d42-b6e1-5ba12595f679,1:628-pac;629:628-no_hits,0,0,628
EF1,41f852f3-1738-4536-a435-6e2632ce80dc,1:633-pac;634:633-no_hits,0,0,633
EF1,b30103c3-51f1-47f9-b072-84518cb3aa42,1:2-no_hits;3:1306-pac;1307:1306-no_hits,2,0,1306
EF1,eed10625-5f32-4a57-aace-ca1f29045751,1:6-no_hits;7:1244-pac;1245:1244-no_hits,6,0,1244
EF1,eb325c7a-d9d8-44cf-8c53-826808dd7c9a,1:279-pac;280:279-no_hits,0,0,279
EF1,e9ce7804-ee6d-4b9f-bf82-1f01443678c0,1:227-pac;228:227-no_hits,0,0,227
EF1,f676d14c-8cd9-4dfe-b0ba-7aef6ad8d321,1:587-pac;588:592-no_hits,0,5,592
EF1,6ac1ef1f-60ee-4590-86f9-fe4669802aa9,1:383-pac;387:443-T1_L3S2P55;453:789-symE;793:850-T2_L3S2P21;851:1214-no_hits,0,364,1214
EF1,6b84e33c-932d-47f8-abc4-7f604f0051b1,1:1-no_hits;2:288-pac;289:288-no_hits,1,0,288
EF1,64014585-c2a3-4b5a-888d-b5a111f7cd9a,1:335-pac;336:336-no_hits,0,1,336
EF1,27ad8b29-27b7-4f12-863e-b347acccaaa8,1:865-pac;866:867-no_hits,0,2,867
EF1,fde3d1af-31be-4eda-9eef-dd0cdbe6e08e,1:221-pac;222:226-no_hits,0,5,226
EF1,80939856-0d45-4f02-a03c-7d5b906c5c28,1:217-symE;221:276-T2_L3S2P21;277:1655-no_hits,0,1379,1655
EF1,f8a80717-e6e7-4f77-8555-7703d8307c21,1:13-no_hits;14:1430-pac;1431:1433-no_hits,13,3,1433
EF1,eef761b7-015f-4f39-9720-c312302d3ef4,1:1290-no_hits;1291:1351-T2_L3S2P21;1360:1483-symE;1484:1483-no_hits,1290,0,1483
EF1,16973ca2-92ea-4344-84eb-7ef1ff5c3adb,1:636-pac;637:636-no_hits,0,0,636
EF1,c296d002-6ddf-463b-b6d8-4e2cb3390ad6,1:268-pac;269:269-no_hits,0,1,269
EF1,b219d0db-ba57-411d-aa42-d1e80480cdfe,1:13-no_hits;14:547-pac;548:551-no_hits,13,4,551
EF1,0bc98ca1-de11-4357-ac8e-a884e3ae1596,1:5-no_hits;6:199-pac;200:202-no_hits,5,3,202
EF1,a3fcf86b-30f5-405a-b075-16998be02344,1:313-no_hits;314:368-T2_L3S2P21;378:716-symE;717:734-no_hits,313,18,734
EF1,475dea69-1bca-43a2-9c49-236c0c47c3d2,1:986-pac;987:986-no_hits,0,0,986
EF1,e3ec0042-4f61-4864-9098-44a8d2215318,1:304-symE;305:1011-no_hits,0,707,1011
EF1,7a481766-8e05-4879-9f94-0991ebdfc5e9,1:1-no_hits;2:1609-pac;1610:1610-no_hits,1,1,1610
EF1,8f942a59-f6a1-400c-a195-7f32a940c83f,1:8-no_hits;9:261-symE;265:324-T2_L3S2P21;325:1455-no_hits,8,1131,1455
EF1,62a733b3-ce44-42d4-b5e8-e06ea6a8e564,1:387-pac;388:388-no_hits,0,1,388
EF1,2ca516a1-734d-4df0-a0e2-6fd3cf05e036,1:147-symE;151:212-T2_L3S2P21;213:1468-no_hits,0,1256,1468
EF1,a5032514-354a-4823-8fec-420f94ee9a7d,1:500-pac;501:500-no_hits,0,0,500
EF1,43da9da4-a484-4ea2-8bbd-0f61b3abd0cd,1:1091-no_hits;1092:1378-symE;1379:1378-no_hits,1091,0,1378
EF1,7e22153e-1bc5-43d4-b385-730dabf37cd9,1:237-pac;238:241-no_hits,0,4,241
EF1,73ade669-15b6-4c42-a875-ec137f5d0b4b,1:173-pac;183:239-T1_L3S2P55;240:267-no_hits,0,28,267
EF1,1f3b5161-8d76-409a-8fb9-970cf16ef660,1:2-no_hits;3:468-pac;469:468-no_hits,2,0,468
EF1,2b042e16-e8f4-45e9-b3e3-decbd07bce76,1:393-no_hits;394:441-T1_L3S2P55;453:1313-pac;1314:1313-no_hits,393,0,1313
EF1,65d639e5-2d44-4f75-95b1-39d204e02503,1:2151-pac;2152:2151-no_hits,0,0,2151
EF1,643127df-5cb8-4937-adb4-87311bb95bc1,1:1149-pac;1150:1149-no_hits,0,0,1149
EF1,bcdc06dd-9708-4ba2-9131-567d88577d5c,1:1397-pac;1398:1398-no_hits,0,1,1398
EF1,b3b723c2-c112-41fb-9a8f-7ef2fa6de377,1:4-no_hits;5:1132-pac;1133:1132-no_hits,4,0,1132
EF1,aa1056a2-d648-4b92-b91b-65ed030a8373,1:801-pac;802:804-no_hits,0,3,804
EF1,348e1d45-5d08-4e23-9657-d92f5ac0aead,1:761-pac;765:821-T1_L3S2P55;822:884-no_hits,0,63,884
EF1,e574e8f7-eb00-4412-9234-53b4bba6a27c,1:489-pac;490:492-no_hits,0,3,492
EF1,1a6999f9-7fd8-421e-ad9a-22bb4a0baafb,1:3-no_hits;4:491-pac;492:493-no_hits,3,2,493
EF1,4acd5426-35e8-4521-a6ea-30f331adf502,1:237-pac;238:237-no_hits,0,0,237
EF1,8b078ff7-022c-429c-b8db-0dbfb824e2ac,1:713-pac;714:713-no_hits,0,0,713
EF1,5388a632-0454-4b51-ad6e-135e79d37218,1:150-pac;151:151-no_hits,0,1,151
EF1,0094b1a5-3943-4ce9-b6bc-3db99767eb7b,1:239-pac;240:242-no_hits,0,3,242
EF1,89008fee-a055-4166-b22f-4b14736cce75,1:883-pac;884:883-no_hits,0,0,883
EF1,c07d7663-27db-4e35-abb6-9f051b7bb233,1:5-no_hits;6:290-symE;291:306-no_hits,5,16,306
EF1,46ae5a02-18b2-4fc2-ba6b-9a6d7a3e5a52,1:24-no_hits;25:171-pac;172:173-no_hits,24,2,173
EF1,6aa37f26-d325-4204-bf45-06e7c8cb1b4e,1:1337-pac;1338:1339-no_hits,0,2,1339
EF1,58720271-89f0-4954-9d12-3fe2310e7e13,1:364-no_hits;365:425-T2_L3S2P21;429:498-symE;499:498-no_hits,364,0,498
EF1,8525ca8f-a561-4d80-adbf-d74dad25bfa9,1:1388-pac;1389:1396-no_hits,0,8,1396
EF1,ee7fc7a2-1812-4659-8e9e-0e44b243aba8,1:378-pac;379:380-no_hits,0,2,380
EF1,eb3a1e8c-4e74-47cf-a821-98ab5076c0a0,1:5-no_hits;6:711-pac;712:712-no_hits,5,1,712
EF1,b0735310-5acd-428d-bc29-d3e2b10dd210,1:12-no_hits;13:440-pac;441:440-no_hits,12,0,440
EF1,36da7851-60e8-46c0-bbc7-f3835d90ce49,1:3-no_hits;4:408-pac;409:415-no_hits,3,7,415
EF1,6aa6fb91-7529-4eff-a901-a1115a2308d1,1:1124-pac;1125:1125-no_hits,0,1,1125
EF1,88aa9745-5741-4c90-aa44-a045df302fd5,1:224-pac;225:228-no_hits,0,4,228
EF1,f680fd52-9826-45e0-abeb-1be17e43524d,1:268-no_hits;269:306-symE;307:307-no_hits,268,1,307
EF1,9389dd9e-4dc1-4e46-ad38-3daaccb2e013,1:153-pac;154:153-no_hits,0,0,153
EF1,0375b762-437d-41ff-a51c-6439fd844ef6,1:602-pac;603:602-no_hits,0,0,602
EF1,51827d1e-1e6b-491f-b77e-38171ca038fb,1:4-no_hits;5:359-pac;360:359-no_hits,4,0,359
EF1,06885454-4b02-4163-952f-31d7a889166e,1:8-no_hits;9:272-symE;273:699-no_hits,8,427,699
EF1,4e57ad3a-0136-4e20-bced-93144160093a,1:289-pac;290:289-no_hits,0,0,289
EF1,a00d2b2f-08f2-4d1b-827c-985c291ac57a,1:417-pac;418:418-no_hits,0,1,418
EF1,85f2bb0e-dfbd-46b2-ae3d-c44ba069ddf0,1:561-pac;562:561-no_hits,0,0,561
EF1,3ec55174-be7d-45cd-befd-9d7d466fb1b7,1:365-no_hits;366:426-T2_L3S2P21;430:570-symE;571:573-no_hits,365,3,573
EF1,3935bafb-6fdd-422f-ad66-488fec62dc8d,1:275-pac;276:276-no_hits,0,1,276
EF1,bc7b6a6d-2a15-4069-898d-32df268c2197,1:2638-no_hits;2639:2694-T1_L3S2P55;2698:3845-pac;3846:3845-no_hits,2638,0,3845
EF1,af5d6213-4a90-4448-ab5d-963943883cfb,1:490-pac;491:496-no_hits,0,6,496
EF1,3db73495-7ca7-44ae-8061-a82772ec1431,1:21-no_hits;22:119-pac;123:179-T1_L3S2P55;255:586-symE;593:652-T2_L3S2P21;653:1436-no_hits,21,784,1436
EF1,63ff5454-c9fd-4188-9ed3-0c18dafbbf19,1:540-pac;541:545-no_hits,0,5,545
EF1,fef5175d-2f58-489d-8ed6-5b93ac4440b2,1:318-pac;319:319-no_hits,0,1,319
EF1,9642016c-5133-43dd-b46d-86732255fcd6,1:58-no_hits;59:1496-pac;1497:1496-no_hits,58,0,1496
EF1,0fe0af8b-6a07-4eb4-805e-6fbd0a1011e8,1:241-pac;242:241-no_hits,0,0,241
EF1,00de586c-48c0-4ea0-8bed-6f9ca810d6e7,1:724-pac;725:724-no_hits,0,0,724
EF1,888888f1-c18e-445e-a3b6-a5fea9c381d9,1:5-no_hits;6:58-T1_L3S2P55;62:1505-pac;1506:1505-no_hits,5,0,1505
EF1,7bdda597-ff9f-4b15-9f16-221c95b7a818,1:6-no_hits;7:759-pac;760:759-no_hits,6,0,759
EF1,8014ab80-234b-419c-aee6-b168749adfc7,1:951-pac;952:1907-no_hits,0,956,1907
EF1,b2f4cdb1-6802-4a20-affa-e24830a0d777,1:499-pac;500:504-no_hits,0,5,504
EF1,9673a6c0-a71c-482c-ba62-a210dccf991e,1:468-pac;469:469-no_hits,0,1,469
EF1,65b0b19c-ab49-4c98-ac72-e93eb1cb96a7,1:310-pac;311:310-no_hits,0,0,310
EF1,69333030-6a6e-4868-9879-0792e09879de,1:677-pac;681:737-T1_L3S2P55;747:1083-symE;1087:1147-T2_L3S2P21;1148:2357-no_hits,0,1210,2357
EF1,3e71aec0-372e-4f96-94ec-227f71102f8c,1:11-no_hits;12:589-pac;590:592-no_hits,11,3,592
EF1,0c329128-63a3-4d87-b363-581168c2b681,1:696-pac;697:697-no_hits,0,1,697
EF1,5f721929-5e86-4ec1-9b0d-9246dd914599,1:485-pac;486:486-no_hits,0,1,486
EF1,878fcf08-f46b-4425-aa13-5ed237081ca1,1:217-no_hits;218:281-T2_L3S2P21;285:620-symE;621:620-no_hits,217,0,620
EF1,8a2855f5-f1d5-434b-949b-c038687de981,1:437-pac;438:453-no_hits,0,16,453
EF1,ffaa8001-3f0c-4bca-84e3-9f2387c9bead,1:12-no_hits;13:195-symE;196:196-no_hits,12,1,196
EF1,2f82864a-4739-43a3-89fd-9a352e5bc64c,1:139-pac;140:140-no_hits,0,1,140
EF1,d32cf685-89c3-46bb-ae1f-31640c2be885,1:189-pac;190:190-no_hits,0,1,190
EF1,82bd067e-b70c-42af-b8d9-6175c9e82dd0,1:196-no_hits;197:254-T2_L3S2P21;258:310-symE;311:311-no_hits,196,1,311
EF1,99ab7dc3-c8e2-4985-9148-4f4e1bec0d48,1:2506-pac;2507:2519-no_hits,0,13,2519
EF1,e9827002-3de8-46aa-a43a-9b80791c4da1,1:32-no_hits;33:91-T1_L3S2P55;95:591-pac;592:592-no_hits,32,1,592
EF1,e9310cfe-4394-47cb-8f7e-ebcb3e5f4787,1:371-pac;372:372-no_hits,0,1,372
EF1,78acae36-35bb-4e31-9b5a-175bbc6044dd,1:113-pac;117:173-T1_L3S2P55;181:465-symE;466:467-no_hits,0,2,467
EF1,b4dd5404-52b7-4c3a-a4ee-a8d85b4aafe4,1:434-pac;435:434-no_hits,0,0,434
EF1,e9015fe8-da2f-4cb3-8671-8865528a084d,1:3-no_hits;4:877-pac;878:877-no_hits,3,0,877
EF1,778fc128-bee7-48da-9ab9-4d7656f578ad,1:4-no_hits;5:488-pac;489:489-no_hits,4,1,489
EF1,11ac1b5e-bf81-4d86-9968-b0520c884f56,1:17-no_hits;18:343-pac;347:403-T1_L3S2P55;411:749-symE;753:812-T2_L3S2P21;813:1829-no_hits,17,1017,1829
EF1,189caf3f-a73a-4a50-a763-4088d619ca40,1:473-pac;474:476-no_hits,0,3,476
EF1,4bf6f8ce-d851-40de-9699-f32aa02f6246,1:721-pac;722:721-no_hits,0,0,721
EF1,1616903e-953a-4906-a6a5-ca6e6f52a9a7,1:950-pac;951:950-no_hits,0,0,950
EF1,099d2d9e-b263-4402-a4c1-b58279ffe328,1:2-no_hits;3:114-symE;118:173-T2_L3S2P21;2671:4480-pac;4481:4481-no_hits,2,1,4481
EF1,37684aaa-ae76-4ad6-8fef-31d9c17b9473,1:2009-no_hits;2010:2070-T2_L3S2P21;2074:2408-symE;2416:2472-T1_L3S2P55;2476:3707-pac;3708:3707-no_hits,2009,0,3707
EF1,3c927339-f531-4a06-b72d-cda71e9dba52,1:516-no_hits;517:577-T2_L3S2P21;581:673-symE;674:673-no_hits,516,0,673
EF1,fae1549b-5093-4279-af75-c15f80ec6884,1:16-no_hits;17:396-pac;397:401-no_hits,16,5,401
EF1,bf715a89-87ce-4d38-ac01-288c22ff9171,1:1221-pac;1222:1221-no_hits,0,0,1221
EF1,8e382792-7284-412d-b7e2-d541c91fcf67,1:1193-pac;1194:1196-no_hits,0,3,1196
EF1,81547174-50c5-4265-a388-af345e3a88c7,1:71-no_hits;72:116-T1_L3S2P55;129:2655-pac;5167:5220-T2_L3S2P21;5231:5555-symE;5556:5555-no_hits,71,0,5555
EF1,f40a00f1-5148-4e9f-8c5d-df39ee09adbd,1:298-pac;299:301-no_hits,0,3,301
EF1,705c0bac-4eaf-4cdb-bb5f-a641edda7adb,1:829-pac;830:829-no_hits,0,0,829
EF1,b8f73baa-15a9-40e2-b633-e647cb4dd09a,1:405-pac;406:406-no_hits,0,1,406
EF1,176d5a46-2ffd-45af-88bc-c7baeddd414e,1:408-pac;409:408-no_hits,0,0,408
EF1,bd83622c-c647-41fc-ac06-5e3001abb824,1:1500-pac;1501:1508-no_hits,0,8,1508
EF1,f3934e01-d068-41e3-b01e-b3761fa464b3,1:11-no_hits;12:272-pac;273:273-no_hits,11,1,273
EF1,fd1719f0-3a38-455e-a6da-09d252346223,1:2-no_hits;3:195-pac;196:195-no_hits,2,0,195
EF1,ae12788f-6526-4750-8a3f-dd48843decc2,1:3-no_hits;4:1105-pac;1106:1236-no_hits,3,131,1236
EF1,371c889f-9da8-4107-afb0-88c83232457b,1:321-pac;322:323-no_hits,0,2,323
EF1,24699026-127e-428e-9cc2-e5de1a8ed9b9,1:449-pac;450:450-no_hits,0,1,450
EF1,a1c705ad-b2ad-4d43-b5bf-8a43834a307e,1:25-no_hits;26:2556-pac;2560:2616-T1_L3S2P55;2617:3675-no_hits,25,1059,3675
EF1,88e91490-c5a3-4516-80d6-001dcbe4267a,1:1071-no_hits;1072:1128-T1_L3S2P55;1132:3665-pac;3666:3673-no_hits,1071,8,3673
EF1,3fb096d2-fa44-4dd9-a760-3461b5b692c1,1:94-symE;114:149-T2_L3S2P21;150:523-no_hits,0,374,523
EF1,eebd0ca0-a268-4f87-bad3-e492354553ee,1:236-pac;237:237-no_hits,0,1,237
EF1,cb8e238f-f434-41bd-b68a-9f5a16c48203,1:10-no_hits;11:122-symE;123:123-no_hits,10,1,123
EF1,ffc0e533-7ba6-49f9-986c-13cf489775a0,1:509-pac;644:978-symE;979:2131-no_hits,0,1153,2131
EF1,9faa6595-1051-4e7d-9b49-c0c85887a589,1:1257-no_hits;1258:1317-T2_L3S2P21;1321:1659-symE;1735:1788-T1_L3S2P55;1798:2155-pac;2156:2155-no_hits,1257,0,2155
EF1,8d9344a8-be3e-4139-b102-0584d71d0543,1:320-pac;321:321-no_hits,0,1,321
EF1,7144d557-71b8-4df4-9f9f-dd585efe1893,1:1297-no_hits;1298:1635-symE;1639:1699-T2_L3S2P21;1700:3039-no_hits,1297,1340,3039
EF1,c1fafdc2-3a73-49a9-8ed1-4acebd5863a9,1:793-pac;794:793-no_hits,0,0,793
EF1,4a9fa607-b8d2-4eea-8942-3e498aa98bb5,1:3-no_hits;4:740-pac;744:795-T1_L3S2P55;878:1216-symE;1217:1240-no_hits,3,24,1240
EF1,c2500fa4-6e67-47d4-b86d-fddd399c3708,1:19-no_hits;20:784-pac;785:789-no_hits,19,5,789
EF1,71170e59-2125-4be6-b695-ef2e7166d485,1:28-no_hits;29:933-pac;934:933-no_hits,28,0,933
EF1,0754dd0d-889a-461e-b400-3ab4c8335001,1:678-pac;679:678-no_hits,0,0,678
EF1,2b242210-f392-447f-85e1-2ce48fc0792f,1:2-no_hits;3:122-symE;126:186-T2_L3S2P21;187:442-no_hits,2,256,442
EF1,7d15312c-adc4-40ae-9bb0-0cf48b55f4e1,1:209-symE;213:274-T2_L3S2P21;275:1485-no_hits,0,1211,1485
EF1,f54b034a-4028-4d15-93ef-0fd56c14f4bf,1:172-no_hits;173:233-T2_L3S2P21;237:527-symE;528:528-no_hits,172,1,528
EF1,4a75e15c-914c-406d-88de-bafd1edbba01,1:11-no_hits;12:873-pac;874:873-no_hits,11,0,873
EF1,a24415cf-e13b-4f26-8dc8-007352baafa8,1:313-pac;314:313-no_hits,0,0,313
EF1,707207e3-a9ac-4966-8682-9c689d5966a9,1:300-pac;301:311-no_hits,0,11,311
EF1,a6e5141f-65de-4f93-ac60-241a837680b1,1:161-symE;240:296-T1_L3S2P55;300:2655-pac;2656:2673-no_hits,0,18,2673
EF1,f410229c-2b30-4e44-8aa3-f5c4ff6b6ab7,1:753-pac;754:753-no_hits,0,0,753
EF1,586d5210-40c1-49d7-83a3-1e98b7b3c3f0,1:5-no_hits;6:488-pac;489:489-no_hits,5,1,489
EF1,9ff4b641-252b-40c7-a3d8-2024b5d91a63,1:312-symE;313:338-no_hits,0,26,338
EF1,37115927-c5bc-4414-8f5f-7ec43409436a,1:260-pac;261:260-no_hits,0,0,260
EF1,dff5de6d-a1bc-458d-9688-db79689535bf,1:247-pac;248:247-no_hits,0,0,247
EF1,d8552430-f75b-44f3-8427-03de4033b31d,1:722-no_hits;723:783-T2_L3S2P21;787:1001-symE;1002:1001-no_hits,722,0,1001
EF1,5b8bb943-5a56-455a-bbf7-a9a249650b91,1:99-symE;103:159-T2_L3S2P21;160:1942-no_hits,0,1783,1942
EF1,71d2221c-493b-4124-ac27-366d1bc7269f,1:450-pac;451:453-no_hits,0,3,453
EF1,571bc0e9-94bf-448d-a521-921c7d850bf5,1:151-no_hits;152:211-T2_L3S2P21;215:329-symE;330:330-no_hits,151,1,330
EF1,49efc2be-7f6f-41aa-95f3-631366640217,1:1129-pac;1130:1129-no_hits,0,0,1129
EF1,fe01ec49-fafa-4a23-9e08-99c6cf6ca52b,1:522-pac;523:527-no_hits,0,5,527
EF1,ddb2f74f-ba46-42c5-95b4-2c8be35622c5,1:400-pac;401:400-no_hits,0,0,400
EF1,3219b113-6771-47c2-9c23-6f22cc6a1279,1:448-pac;449:449-no_hits,0,1,449
EF1,e97327ba-c563-4d2c-b99b-3e972435ca08,1:11-no_hits;12:311-pac;312:312-no_hits,11,1,312
EF1,2768dbac-ed3a-49a1-9aec-ec22d9e1a442,1:1096-no_hits;1097:1435-symE;1436:2586-no_hits,1096,1151,2586
EF1,f8e69c1c-54fb-40e4-83c7-806dfb95a444,1:1-no_hits;2:1145-pac;1146:1145-no_hits,1,0,1145
EF1,c0a9b0cf-23a5-4663-81cb-90feb20220df,1:446-pac;447:447-no_hits,0,1,447
EF1,3eee4b00-df63-4609-b2b0-bff07594716b,1:318-symE;328:378-T1_L3S2P55;385:730-pac;731:738-no_hits,0,8,738
EF1,ba2cb4d8-4724-49f7-809c-cf771a47be23,1:169-pac;170:170-no_hits,0,1,170
EF1,50f63a44-9c97-40f7-9ca7-72d5829445f4,1:4-no_hits;5:941-pac;942:941-no_hits,4,0,941
EF1,86d554e1-4106-419d-b698-0403395562c7,1:398-pac;399:399-no_hits,0,1,399
EF1,8bc32b81-d6f4-41d5-9cb9-779bb64cba24,1:4-no_hits;5:1124-pac;1125:1124-no_hits,4,0,1124
EF1,4b90dba3-1066-4e99-8498-f282cf7f14e6,1:126-pac;127:126-no_hits,0,0,126
EF1,fd6637f1-bb04-4b6a-acdf-b713bc297e2f,1:374-pac;375:415-no_hits,0,41,415
EF1,b2fdbb3c-80dd-4821-97ad-8f7ca6331916,1:19-no_hits;20:385-pac;386:386-no_hits,19,1,386
EF1,59f8d6ba-e648-4a82-82ff-f7b1bb153519,1:395-no_hits;396:455-T2_L3S2P21;459:612-symE;613:612-no_hits,395,0,612
EF1,7c84871d-c512-4502-ab4d-021b829270c6,1:1343-no_hits;1344:1404-T2_L3S2P21;1408:1532-symE;1533:1532-no_hits,1343,0,1532
EF1,47607430-a936-446e-8642-3126c5edf6e5,1:235-pac;236:245-no_hits,0,10,245
EF1,3db26f1d-525f-4d77-9e90-f43d4dc4a0bb,1:991-pac;992:991-no_hits,0,0,991
EF1,48dced5b-a2bd-4cab-bf23-57635353a214,1:4-no_hits;5:538-pac;539:541-no_hits,4,3,541
EF1,abc6dd52-1caa-4ab3-b3b4-c993bc243c83,1:9-no_hits;10:480-pac;481:481-no_hits,9,1,481
EF1,9f64a496-49b0-4af1-a896-03aad522623f,1:739-pac;740:739-no_hits,0,0,739
EF1,8ebb7d1a-7ef1-4bf6-86a0-9f92404befa5,1:14-no_hits;15:1524-pac;1525:1525-no_hits,14,1,1525
EF1,0cb15c38-cae4-4ac8-96ce-3a181f167b3b,1:305-pac;306:306-no_hits,0,1,306
EF1,f6c42d1e-b14f-4501-81cb-94022c78a219,1:149-pac;150:158-no_hits,0,9,158
EF1,1f56a6c8-47cd-435f-a329-057c294bc916,1:1465-pac;1466:1466-no_hits,0,1,1466
EF1,3a4cdb0b-f9af-4476-bcd3-81059d8df3b7,1:3-no_hits;4:1466-pac;1467:1466-no_hits,3,0,1466
EF1,15a9b3ae-c941-46d1-adf1-5359fffea748,1:50-T1_L3S2P55;54:600-pac;601:600-no_hits,0,0,600
EF1,b7dff000-a388-4eb6-9275-ead961430e09,1:701-pac;702:701-no_hits,0,0,701
EF1,1d72d0f3-9f55-44b2-a887-be0365c99028,1:20-no_hits;21:1921-pac;1922:1921-no_hits,20,0,1921
